c Graph Generator
c
c By: Mark Brockington (brock@cs.ualberta.ca)
c and Joe Culberson (joe@cs.ualberta.ca)
c
c Graph Size:25, Clique Size: 4
c Seed:0, Edge Density:  0.50000
c Depth 0 Hiding
c
c Clique Elements are:
c 8 24 23 21 
c
c Estimated Size of Uncompressed File:   0.0MB
c
p edge 25 152
e 3 1
e 4 1
e 4 2
e 5 1
e 5 3
e 6 4
e 6 5
e 7 2
e 7 4
e 7 5
e 8 1
e 8 2
e 8 6
e 9 2
e 9 5
e 9 6
e 9 8
e 10 1
e 10 2
e 10 3
e 10 5
e 10 8
e 11 5
e 11 6
e 11 7
e 11 8
e 11 9
e 12 1
e 12 2
e 12 4
e 12 6
e 12 9
e 12 11
e 13 1
e 13 3
e 13 6
e 13 8
e 13 11
e 13 12
e 14 1
e 14 2
e 14 3
e 14 4
e 14 5
e 14 7
e 14 8
e 14 9
e 14 12
e 15 2
e 15 3
e 15 7
e 15 8
e 15 9
e 15 10
e 15 11
e 15 13
e 15 14
e 16 1
e 16 4
e 16 5
e 16 7
e 16 9
e 16 10
e 16 11
e 16 13
e 16 15
e 17 2
e 17 3
e 17 4
e 17 5
e 17 11
e 17 13
e 17 15
e 18 1
e 18 2
e 18 4
e 18 5
e 18 8
e 18 9
e 18 10
e 18 11
e 18 13
e 18 14
e 19 1
e 19 3
e 19 4
e 19 5
e 19 7
e 19 8
e 19 12
e 19 16
e 20 1
e 20 5
e 20 6
e 20 11
e 20 12
e 20 15
e 20 16
e 20 18
e 20 19
e 21 2
e 21 5
e 21 12
e 21 17
e 21 18
e 22 3
e 22 4
e 22 5
e 22 7
e 22 9
e 22 12
e 22 15
e 22 17
e 22 19
e 22 21
e 23 2
e 23 3
e 23 6
e 23 11
e 23 12
e 23 14
e 23 16
e 23 19
e 23 20
e 23 22
e 24 1
e 24 2
e 24 4
e 24 8
e 24 9
e 24 10
e 24 11
e 24 13
e 24 14
e 24 17
e 24 20
e 24 21
e 24 22
e 24 23
e 25 1
e 25 3
e 25 6
e 25 7
e 25 9
e 25 10
e 25 13
e 25 16
e 25 18
e 25 19
e 25 20
e 25 22
e 25 24
