c Graph Generator
c
c By: Mark Brockington (brock@cs.ualberta.ca)
c and Joe Culberson (joe@cs.ualberta.ca)
c
c Graph Size:40, Clique Size: 4
c Seed:0, Edge Density:  0.50000
c Depth 0 Hiding
c
c Clique Elements are:
c 34 8 35 24 
c
c Estimated Size of Uncompressed File:   0.0MB
c
p edge 40 383
e 3 2
e 5 4
e 6 1
e 6 3
e 7 1
e 7 4
e 8 1
e 8 3
e 8 5
e 8 6
e 9 2
e 9 3
e 9 4
e 9 5
e 9 6
e 9 7
e 10 1
e 10 4
e 10 5
e 10 7
e 10 8
e 11 1
e 11 2
e 11 3
e 11 4
e 11 6
e 11 7
e 11 8
e 12 6
e 12 10
e 12 11
e 13 1
e 13 2
e 13 3
e 13 4
e 13 9
e 13 10
e 13 12
e 14 1
e 14 2
e 14 4
e 14 5
e 14 6
e 14 7
e 14 8
e 14 9
e 14 10
e 14 13
e 15 1
e 15 7
e 15 9
e 15 10
e 15 13
e 16 1
e 16 5
e 16 8
e 16 9
e 16 10
e 16 11
e 16 13
e 16 14
e 17 3
e 17 4
e 17 6
e 17 7
e 17 8
e 17 9
e 17 10
e 17 11
e 17 13
e 17 14
e 17 15
e 17 16
e 18 8
e 18 9
e 18 10
e 18 11
e 18 16
e 18 17
e 19 2
e 19 4
e 19 7
e 19 9
e 19 12
e 19 13
e 19 16
e 20 2
e 20 3
e 20 4
e 20 5
e 20 6
e 20 7
e 20 9
e 20 10
e 20 12
e 20 15
e 20 17
e 20 19
e 21 1
e 21 5
e 21 7
e 21 10
e 21 14
e 21 15
e 21 16
e 21 17
e 21 19
e 22 2
e 22 3
e 22 4
e 22 8
e 22 13
e 22 14
e 22 15
e 22 16
e 22 18
e 22 21
e 23 1
e 23 6
e 23 7
e 23 8
e 23 9
e 23 12
e 23 14
e 23 15
e 23 17
e 23 19
e 23 22
e 24 1
e 24 2
e 24 4
e 24 6
e 24 11
e 24 14
e 24 15
e 24 18
e 24 19
e 24 20
e 24 21
e 24 22
e 24 23
e 25 1
e 25 7
e 25 9
e 25 16
e 25 17
e 25 21
e 25 22
e 26 1
e 26 2
e 26 5
e 26 7
e 26 9
e 26 10
e 26 11
e 26 15
e 26 16
e 26 17
e 26 18
e 26 19
e 26 21
e 26 22
e 27 2
e 27 3
e 27 5
e 27 8
e 27 11
e 27 13
e 27 14
e 27 15
e 27 16
e 27 18
e 27 19
e 27 20
e 27 21
e 27 25
e 28 1
e 28 3
e 28 7
e 28 8
e 28 9
e 28 10
e 28 11
e 28 14
e 28 16
e 28 17
e 28 19
e 28 20
e 28 24
e 28 26
e 29 1
e 29 3
e 29 4
e 29 5
e 29 8
e 29 12
e 29 16
e 29 17
e 29 21
e 29 22
e 29 27
e 29 28
e 30 1
e 30 3
e 30 4
e 30 5
e 30 8
e 30 9
e 30 11
e 30 18
e 30 23
e 30 24
e 31 3
e 31 6
e 31 8
e 31 9
e 31 11
e 31 13
e 31 16
e 31 17
e 31 23
e 31 28
e 31 29
e 32 9
e 32 10
e 32 12
e 32 14
e 32 16
e 32 17
e 32 21
e 32 25
e 32 26
e 32 28
e 32 29
e 32 30
e 32 31
e 33 1
e 33 2
e 33 4
e 33 7
e 33 16
e 33 17
e 33 19
e 33 20
e 33 22
e 33 23
e 33 24
e 33 25
e 33 27
e 33 28
e 33 31
e 33 32
e 34 1
e 34 3
e 34 5
e 34 8
e 34 10
e 34 12
e 34 13
e 34 14
e 34 18
e 34 21
e 34 23
e 34 26
e 34 30
e 35 4
e 35 5
e 35 8
e 35 9
e 35 10
e 35 11
e 35 12
e 35 13
e 35 15
e 35 21
e 35 24
e 35 25
e 35 27
e 35 28
e 35 29
e 35 30
e 35 31
e 35 34
e 36 1
e 36 2
e 36 3
e 36 6
e 36 8
e 36 9
e 36 10
e 36 11
e 36 12
e 36 14
e 36 18
e 36 19
e 36 20
e 36 22
e 36 23
e 36 24
e 36 25
e 36 26
e 36 29
e 36 33
e 36 34
e 36 35
e 37 1
e 37 3
e 37 5
e 37 7
e 37 8
e 37 9
e 37 10
e 37 11
e 37 17
e 37 18
e 37 20
e 37 21
e 37 22
e 37 24
e 37 26
e 37 29
e 37 31
e 37 35
e 38 2
e 38 3
e 38 4
e 38 5
e 38 6
e 38 11
e 38 14
e 38 17
e 38 20
e 38 21
e 38 26
e 38 27
e 38 28
e 38 29
e 38 33
e 38 34
e 38 35
e 38 36
e 38 37
e 39 1
e 39 2
e 39 3
e 39 5
e 39 6
e 39 9
e 39 11
e 39 14
e 39 16
e 39 17
e 39 18
e 39 21
e 39 23
e 39 24
e 39 26
e 39 27
e 39 28
e 39 29
e 39 31
e 39 33
e 39 34
e 39 36
e 39 38
e 40 2
e 40 5
e 40 6
e 40 7
e 40 8
e 40 11
e 40 14
e 40 16
e 40 17
e 40 18
e 40 23
e 40 25
e 40 27
e 40 29
e 40 33
e 40 34
e 40 35
e 40 38
