c Graph Generator
c
c By: Mark Brockington (brock@cs.ualberta.ca)
c and Joe Culberson (joe@cs.ualberta.ca)
c
c Graph Size:90, Clique Size: 4
c Seed:0, Edge Density:  0.20000
c Depth 0 Hiding
c
c Clique Elements are:
c 57 34 8 35 
c
c Estimated Size of Uncompressed File:   0.0MB
c
p edge 90 827
e 3 1
e 4 2
e 6 3
e 7 3
e 8 3
e 8 4
e 8 6
e 8 7
e 9 2
e 9 3
e 9 4
e 9 8
e 10 3
e 10 5
e 10 8
e 11 4
e 11 7
e 11 10
e 12 1
e 12 11
e 13 1
e 13 10
e 14 13
e 15 5
e 15 10
e 15 14
e 16 3
e 16 10
e 16 15
e 17 8
e 17 14
e 18 3
e 18 11
e 19 3
e 19 6
e 19 8
e 19 12
e 20 5
e 20 6
e 20 7
e 20 9
e 20 18
e 21 5
e 21 7
e 21 8
e 21 13
e 21 16
e 22 1
e 22 6
e 22 10
e 23 3
e 23 5
e 23 12
e 23 15
e 23 20
e 24 1
e 24 5
e 24 8
e 24 14
e 24 15
e 24 17
e 24 20
e 24 21
e 25 3
e 25 7
e 25 14
e 25 16
e 25 17
e 25 22
e 26 5
e 26 8
e 26 13
e 26 17
e 26 22
e 27 5
e 27 13
e 27 19
e 27 21
e 27 22
e 27 24
e 28 6
e 28 15
e 28 25
e 29 9
e 29 19
e 29 21
e 30 6
e 30 8
e 30 12
e 30 15
e 30 26
e 31 19
e 31 25
e 31 27
e 32 2
e 32 3
e 32 4
e 32 6
e 32 8
e 32 9
e 32 11
e 32 17
e 32 24
e 32 25
e 32 31
e 33 4
e 33 13
e 33 17
e 33 18
e 33 23
e 33 24
e 33 26
e 33 28
e 34 1
e 34 5
e 34 10
e 34 11
e 34 13
e 34 14
e 34 15
e 34 18
e 34 20
e 34 23
e 34 27
e 34 29
e 34 32
e 35 6
e 35 7
e 35 9
e 35 13
e 35 14
e 35 18
e 35 22
e 35 25
e 35 30
e 35 34
e 36 1
e 36 9
e 36 15
e 36 17
e 36 19
e 36 33
e 36 35
e 37 1
e 37 8
e 37 15
e 37 17
e 37 19
e 37 23
e 37 26
e 37 33
e 37 34
e 37 35
e 38 5
e 38 8
e 38 21
e 38 24
e 38 37
e 39 3
e 39 8
e 39 9
e 39 14
e 39 22
e 39 24
e 39 26
e 39 31
e 39 38
e 40 6
e 40 14
e 40 16
e 40 18
e 40 24
e 40 36
e 40 37
e 41 9
e 41 10
e 41 16
e 41 20
e 41 22
e 41 25
e 41 29
e 41 39
e 42 8
e 42 13
e 42 15
e 42 16
e 42 20
e 42 24
e 42 31
e 42 33
e 42 35
e 42 41
e 43 1
e 43 10
e 43 18
e 43 21
e 44 7
e 44 14
e 44 24
e 44 26
e 44 31
e 44 35
e 45 3
e 45 7
e 45 23
e 45 28
e 45 29
e 45 40
e 46 4
e 46 7
e 46 17
e 46 18
e 46 20
e 46 23
e 46 24
e 46 35
e 46 43
e 46 45
e 47 7
e 47 8
e 47 10
e 47 14
e 47 15
e 47 21
e 47 22
e 47 27
e 47 29
e 47 34
e 47 35
e 47 42
e 47 44
e 48 1
e 48 3
e 48 7
e 48 15
e 48 16
e 48 20
e 48 21
e 48 30
e 48 37
e 48 39
e 48 42
e 48 45
e 49 11
e 49 14
e 49 23
e 49 24
e 49 27
e 49 29
e 49 33
e 49 34
e 49 36
e 49 38
e 49 39
e 49 42
e 49 44
e 49 48
e 50 1
e 50 3
e 50 5
e 50 6
e 50 9
e 50 16
e 50 17
e 50 21
e 50 28
e 50 37
e 50 41
e 51 4
e 51 9
e 51 13
e 51 19
e 51 20
e 51 21
e 51 25
e 51 29
e 51 31
e 51 40
e 51 41
e 52 2
e 52 3
e 52 4
e 52 7
e 52 11
e 52 22
e 52 25
e 52 28
e 52 29
e 52 37
e 52 38
e 52 39
e 52 41
e 52 42
e 52 45
e 52 48
e 53 19
e 53 22
e 53 24
e 53 25
e 53 30
e 53 34
e 53 41
e 53 44
e 53 46
e 53 50
e 53 51
e 54 5
e 54 6
e 54 9
e 54 14
e 54 23
e 54 26
e 54 27
e 54 28
e 55 9
e 55 10
e 55 22
e 55 46
e 55 50
e 56 3
e 56 5
e 56 10
e 56 11
e 56 15
e 56 22
e 56 27
e 56 49
e 56 50
e 56 53
e 57 8
e 57 10
e 57 18
e 57 20
e 57 23
e 57 36
e 57 40
e 57 46
e 57 48
e 57 49
e 57 51
e 58 9
e 58 10
e 58 12
e 58 23
e 58 24
e 58 27
e 58 28
e 58 35
e 58 36
e 58 45
e 58 52
e 58 56
e 59 4
e 59 6
e 59 15
e 59 18
e 59 21
e 59 26
e 59 27
e 59 28
e 59 30
e 59 32
e 59 38
e 59 39
e 59 51
e 59 54
e 60 2
e 60 8
e 60 24
e 60 27
e 60 30
e 60 35
e 60 45
e 60 46
e 60 47
e 60 51
e 60 57
e 61 2
e 61 6
e 61 11
e 61 13
e 61 14
e 61 16
e 61 21
e 61 28
e 61 29
e 61 30
e 61 35
e 61 43
e 61 46
e 61 48
e 61 50
e 61 57
e 61 60
e 62 8
e 62 9
e 62 10
e 62 17
e 62 18
e 62 21
e 62 31
e 62 33
e 62 44
e 62 56
e 62 61
e 63 8
e 63 11
e 63 15
e 63 22
e 63 31
e 63 35
e 63 50
e 63 51
e 63 60
e 63 61
e 64 2
e 64 5
e 64 18
e 64 19
e 64 20
e 64 37
e 64 38
e 64 43
e 64 44
e 64 48
e 64 49
e 64 51
e 64 55
e 64 59
e 64 63
e 65 2
e 65 4
e 65 10
e 65 12
e 65 15
e 65 17
e 65 22
e 65 24
e 65 27
e 65 35
e 65 37
e 65 42
e 65 50
e 65 52
e 65 53
e 65 54
e 65 57
e 65 62
e 65 63
e 65 64
e 66 9
e 66 11
e 66 23
e 66 24
e 66 29
e 66 38
e 66 40
e 66 44
e 66 45
e 66 49
e 66 52
e 66 53
e 66 54
e 66 61
e 67 6
e 67 19
e 67 21
e 67 35
e 67 39
e 67 45
e 67 61
e 67 65
e 68 1
e 68 10
e 68 15
e 68 16
e 68 18
e 68 25
e 68 31
e 68 35
e 68 40
e 68 49
e 68 60
e 69 7
e 69 10
e 69 15
e 69 21
e 69 22
e 69 28
e 69 29
e 69 38
e 69 39
e 69 45
e 69 64
e 69 65
e 70 6
e 70 9
e 70 11
e 70 17
e 70 19
e 70 26
e 70 29
e 70 33
e 70 43
e 70 44
e 70 46
e 70 47
e 70 54
e 70 55
e 70 57
e 70 68
e 71 3
e 71 6
e 71 7
e 71 8
e 71 14
e 71 17
e 71 25
e 71 27
e 71 38
e 71 44
e 71 46
e 71 56
e 71 58
e 71 65
e 72 5
e 72 8
e 72 15
e 72 16
e 72 21
e 72 22
e 72 23
e 72 27
e 72 29
e 72 30
e 72 34
e 72 40
e 72 45
e 72 58
e 72 59
e 73 2
e 73 13
e 73 14
e 73 16
e 73 22
e 73 29
e 73 33
e 73 35
e 73 50
e 73 53
e 73 57
e 73 60
e 73 66
e 73 68
e 73 70
e 73 72
e 74 3
e 74 6
e 74 17
e 74 18
e 74 20
e 74 21
e 74 23
e 74 28
e 74 31
e 74 32
e 74 34
e 74 39
e 74 40
e 74 43
e 74 47
e 74 48
e 74 51
e 74 53
e 74 60
e 74 66
e 74 71
e 74 73
e 75 2
e 75 23
e 75 28
e 75 35
e 75 53
e 75 62
e 75 67
e 75 74
e 76 8
e 76 10
e 76 12
e 76 15
e 76 16
e 76 21
e 76 22
e 76 25
e 76 31
e 76 36
e 76 39
e 76 45
e 76 46
e 76 47
e 76 56
e 76 57
e 77 1
e 77 4
e 77 7
e 77 9
e 77 13
e 77 22
e 77 29
e 77 30
e 77 40
e 77 41
e 77 46
e 77 49
e 77 50
e 77 57
e 77 59
e 77 61
e 77 65
e 78 3
e 78 4
e 78 10
e 78 12
e 78 30
e 78 31
e 78 33
e 78 35
e 78 39
e 78 44
e 78 48
e 78 50
e 78 54
e 78 62
e 78 68
e 78 72
e 78 75
e 78 76
e 79 1
e 79 10
e 79 15
e 79 19
e 79 22
e 79 24
e 79 25
e 79 37
e 79 38
e 79 40
e 79 46
e 79 47
e 79 54
e 79 57
e 79 62
e 79 64
e 79 69
e 80 7
e 80 10
e 80 22
e 80 27
e 80 31
e 80 32
e 80 33
e 80 34
e 80 35
e 80 46
e 80 49
e 80 56
e 80 62
e 80 64
e 80 65
e 80 66
e 80 72
e 80 75
e 80 77
e 81 4
e 81 9
e 81 16
e 81 19
e 81 23
e 81 25
e 81 29
e 81 32
e 81 34
e 81 45
e 81 46
e 81 53
e 81 62
e 81 70
e 81 71
e 81 78
e 81 79
e 82 1
e 82 6
e 82 9
e 82 16
e 82 17
e 82 19
e 82 21
e 82 23
e 82 33
e 82 59
e 82 60
e 82 64
e 82 65
e 82 67
e 82 68
e 82 75
e 82 79
e 83 4
e 83 6
e 83 12
e 83 13
e 83 14
e 83 20
e 83 23
e 83 28
e 83 35
e 83 54
e 83 56
e 83 59
e 83 61
e 83 66
e 83 67
e 83 72
e 83 77
e 83 78
e 83 79
e 83 82
e 84 1
e 84 7
e 84 15
e 84 16
e 84 18
e 84 26
e 84 39
e 84 40
e 84 54
e 84 63
e 84 70
e 85 12
e 85 16
e 85 17
e 85 20
e 85 24
e 85 37
e 85 46
e 85 54
e 85 58
e 85 64
e 85 68
e 85 69
e 85 70
