c Graph Generator
c
c By: Mark Brockington (brock@cs.ualberta.ca)
c and Joe Culberson (joe@cs.ualberta.ca)
c
c Graph Size:150, Clique Size: 4
c Seed:0, Edge Density:  0.20000
c Depth 0 Hiding
c
c Clique Elements are:
c 130 131 57 92 
c
c Estimated Size of Uncompressed File:   0.0MB
c
p edge 150 2320
e 4 1
e 5 2
e 8 1
e 8 6
e 8 7
e 9 2
e 9 7
e 10 1
e 10 5
e 11 3
e 12 5
e 12 11
e 13 6
e 13 7
e 13 11
e 14 5
e 15 1
e 15 6
e 15 9
e 15 14
e 16 2
e 16 14
e 17 3
e 18 1
e 18 5
e 18 16
e 19 3
e 19 5
e 19 9
e 19 13
e 19 18
e 20 1
e 20 3
e 20 4
e 20 5
e 20 7
e 20 11
e 20 13
e 20 16
e 20 17
e 21 1
e 21 7
e 21 11
e 21 13
e 22 1
e 22 3
e 22 12
e 22 18
e 23 5
e 23 8
e 23 13
e 23 18
e 23 22
e 24 3
e 24 10
e 24 15
e 25 8
e 25 14
e 25 22
e 26 10
e 26 13
e 26 15
e 26 19
e 27 5
e 27 6
e 27 7
e 27 18
e 27 22
e 28 4
e 28 7
e 28 13
e 28 15
e 28 21
e 28 25
e 29 4
e 29 18
e 29 23
e 29 25
e 30 1
e 30 4
e 30 9
e 30 12
e 30 13
e 30 16
e 30 20
e 30 23
e 30 29
e 31 1
e 31 2
e 31 5
e 31 12
e 31 16
e 31 23
e 31 25
e 31 26
e 32 6
e 32 11
e 32 14
e 32 15
e 32 19
e 32 23
e 32 28
e 33 8
e 33 11
e 33 12
e 33 18
e 33 30
e 34 1
e 34 7
e 34 9
e 34 10
e 34 12
e 34 17
e 34 24
e 34 33
e 35 1
e 35 7
e 35 26
e 35 28
e 36 5
e 36 7
e 36 11
e 36 14
e 36 25
e 36 29
e 36 31
e 37 12
e 37 18
e 37 20
e 37 24
e 37 30
e 37 33
e 37 34
e 37 35
e 38 2
e 38 8
e 38 15
e 38 16
e 38 22
e 38 31
e 39 3
e 39 4
e 39 9
e 39 10
e 39 12
e 39 14
e 39 23
e 39 27
e 39 32
e 39 33
e 39 35
e 39 36
e 39 37
e 40 1
e 40 5
e 40 7
e 40 10
e 40 12
e 40 16
e 40 23
e 40 30
e 40 32
e 40 34
e 40 38
e 41 4
e 41 5
e 41 10
e 41 11
e 41 12
e 41 18
e 41 21
e 41 34
e 41 37
e 42 2
e 42 4
e 42 7
e 42 9
e 42 11
e 42 23
e 42 28
e 42 34
e 43 1
e 43 6
e 43 13
e 43 15
e 43 23
e 43 31
e 43 33
e 43 35
e 43 41
e 44 4
e 44 6
e 44 24
e 44 25
e 44 31
e 44 35
e 44 37
e 44 40
e 45 8
e 45 11
e 45 21
e 45 26
e 45 28
e 45 29
e 45 33
e 45 37
e 45 44
e 46 5
e 46 8
e 46 9
e 46 18
e 46 26
e 46 29
e 46 43
e 47 1
e 47 3
e 47 4
e 47 15
e 47 22
e 47 32
e 47 34
e 47 39
e 48 4
e 48 8
e 48 12
e 48 14
e 48 28
e 48 33
e 48 34
e 48 41
e 48 45
e 49 1
e 49 6
e 49 9
e 49 19
e 49 20
e 49 22
e 49 25
e 49 26
e 49 45
e 49 47
e 50 7
e 50 8
e 50 10
e 50 14
e 50 15
e 50 21
e 50 22
e 50 27
e 50 29
e 50 34
e 50 35
e 50 42
e 50 44
e 51 6
e 51 7
e 51 11
e 51 12
e 51 21
e 51 28
e 51 30
e 51 33
e 51 36
e 51 41
e 52 3
e 52 6
e 52 15
e 52 16
e 52 19
e 52 21
e 52 25
e 52 26
e 52 30
e 52 31
e 52 34
e 52 36
e 52 40
e 52 45
e 52 47
e 52 49
e 52 50
e 53 1
e 53 2
e 53 6
e 53 13
e 53 22
e 53 26
e 53 42
e 53 51
e 54 2
e 54 3
e 54 4
e 54 8
e 54 12
e 54 14
e 54 23
e 54 24
e 54 35
e 54 39
e 54 40
e 54 41
e 54 44
e 54 48
e 55 3
e 55 6
e 55 7
e 55 13
e 55 15
e 55 16
e 55 17
e 55 19
e 55 20
e 55 23
e 55 26
e 55 41
e 55 51
e 55 54
e 56 3
e 56 4
e 56 10
e 56 13
e 56 15
e 56 19
e 56 20
e 56 36
e 56 37
e 56 45
e 56 54
e 57 24
e 57 29
e 57 44
e 57 56
e 58 2
e 58 3
e 58 4
e 58 18
e 58 21
e 58 32
e 58 37
e 58 44
e 58 46
e 58 56
e 59 19
e 59 23
e 59 29
e 59 30
e 59 31
e 59 35
e 59 37
e 59 42
e 59 43
e 59 47
e 59 54
e 60 7
e 60 20
e 60 21
e 60 24
e 60 28
e 60 37
e 60 39
e 60 47
e 60 49
e 60 52
e 61 5
e 61 11
e 61 13
e 61 14
e 61 16
e 61 28
e 61 30
e 61 39
e 61 42
e 61 45
e 61 50
e 61 51
e 61 52
e 61 54
e 61 56
e 61 59
e 62 8
e 62 11
e 62 17
e 62 19
e 62 20
e 62 23
e 62 29
e 62 45
e 62 48
e 62 51
e 62 58
e 63 1
e 63 2
e 63 6
e 63 12
e 63 17
e 63 19
e 63 23
e 63 28
e 63 30
e 63 31
e 63 33
e 63 38
e 63 45
e 63 46
e 63 47
e 63 53
e 63 58
e 63 60
e 64 6
e 64 9
e 64 10
e 64 20
e 64 22
e 64 29
e 64 30
e 64 33
e 64 43
e 64 45
e 64 56
e 65 5
e 65 8
e 65 16
e 65 17
e 65 19
e 65 23
e 65 30
e 65 39
e 65 59
e 66 1
e 66 2
e 66 4
e 66 5
e 66 9
e 66 12
e 66 25
e 66 26
e 66 27
e 66 42
e 66 44
e 66 45
e 66 50
e 66 51
e 66 55
e 66 56
e 66 62
e 66 65
e 67 1
e 67 2
e 67 4
e 67 5
e 67 17
e 67 18
e 67 24
e 67 26
e 67 31
e 67 32
e 67 34
e 67 37
e 67 39
e 67 44
e 67 46
e 67 49
e 67 59
e 67 64
e 68 1
e 68 3
e 68 4
e 68 5
e 68 8
e 68 13
e 68 14
e 68 15
e 68 19
e 68 30
e 68 42
e 68 43
e 68 48
e 68 57
e 68 58
e 68 59
e 68 63
e 68 64
e 69 1
e 69 2
e 69 3
e 69 10
e 69 15
e 69 16
e 69 18
e 69 25
e 69 38
e 69 40
e 69 64
e 70 1
e 70 4
e 70 8
e 70 13
e 70 14
e 70 23
e 70 28
e 70 29
e 70 31
e 70 38
e 70 44
e 70 49
e 70 53
e 70 62
e 71 10
e 71 11
e 71 19
e 71 22
e 71 27
e 71 33
e 71 34
e 71 40
e 71 41
e 71 48
e 71 50
e 71 51
e 71 57
e 72 6
e 72 14
e 72 19
e 72 25
e 72 27
e 72 34
e 72 37
e 72 41
e 72 43
e 72 51
e 72 52
e 72 54
e 72 55
e 72 62
e 72 63
e 72 65
e 73 1
e 73 3
e 73 8
e 73 11
e 73 12
e 73 13
e 73 19
e 73 22
e 73 30
e 73 32
e 73 43
e 73 49
e 73 51
e 73 61
e 73 70
e 74 1
e 74 3
e 74 9
e 74 12
e 74 19
e 74 20
e 74 25
e 74 26
e 74 27
e 74 31
e 74 33
e 74 34
e 74 38
e 74 44
e 74 49
e 74 63
e 75 3
e 75 10
e 75 14
e 75 15
e 75 17
e 75 23
e 75 30
e 75 34
e 75 37
e 75 51
e 75 54
e 75 61
e 75 67
e 75 69
e 75 71
e 75 73
e 75 74
e 76 3
e 76 6
e 76 17
e 76 18
e 76 20
e 76 21
e 76 23
e 76 28
e 76 31
e 76 32
e 76 34
e 76 39
e 76 40
e 76 43
e 76 47
e 76 48
e 76 51
e 76 53
e 76 60
e 76 66
e 76 71
e 76 73
e 76 74
e 77 2
e 77 23
e 77 28
e 77 53
e 77 62
e 77 67
e 77 74
e 77 76
e 78 6
e 78 8
e 78 10
e 78 13
e 78 14
e 78 19
e 78 20
e 78 23
e 78 29
e 78 34
e 78 37
e 78 43
e 78 44
e 78 45
e 78 54
e 78 55
e 79 2
e 79 8
e 79 17
e 79 24
e 79 25
e 79 31
e 79 35
e 79 36
e 79 41
e 79 44
e 79 45
e 79 52
e 79 54
e 79 56
e 79 58
e 79 60
e 80 3
e 80 4
e 80 9
e 80 10
e 80 12
e 80 30
e 80 31
e 80 33
e 80 39
e 80 44
e 80 48
e 80 50
e 80 54
e 80 62
e 80 68
e 80 72
e 80 75
e 80 76
e 80 79
e 81 8
e 81 9
e 81 14
e 81 18
e 81 21
e 81 23
e 81 24
e 81 36
e 81 37
e 81 39
e 81 45
e 81 46
e 81 53
e 81 56
e 81 61
e 81 63
e 81 68
e 82 5
e 82 8
e 82 20
e 82 25
e 82 29
e 82 30
e 82 31
e 82 32
e 82 44
e 82 47
e 82 54
e 82 60
e 82 62
e 82 63
e 82 64
e 82 70
e 82 73
e 82 75
e 82 78
e 82 81
e 83 12
e 83 15
e 83 19
e 83 21
e 83 25
e 83 28
e 83 30
e 83 31
e 83 41
e 83 42
e 83 49
e 83 66
e 83 67
e 83 74
e 83 75
e 83 77
e 83 80
e 84 10
e 84 11
e 84 13
e 84 15
e 84 17
e 84 27
e 84 53
e 84 54
e 84 59
e 84 61
e 84 62
e 84 69
e 84 73
e 84 78
e 84 79
e 84 80
e 85 1
e 85 4
e 85 7
e 85 8
e 85 9
e 85 15
e 85 18
e 85 23
e 85 31
e 85 49
e 85 51
e 85 54
e 85 56
e 85 61
e 85 62
