c Graph Generator
c
c By: Mark Brockington (brock@cs.ualberta.ca)
c and Joe Culberson (joe@cs.ualberta.ca)
c
c Graph Size:35, Clique Size: 4
c Seed:0, Edge Density:  0.50000
c Depth 0 Hiding
c
c Clique Elements are:
c 34 8 24 23 
c
c Estimated Size of Uncompressed File:   0.0MB
c
p edge 35 289
e 4 1
e 4 2
e 5 4
e 6 1
e 6 2
e 6 4
e 6 5
e 7 1
e 7 3
e 7 4
e 7 5
e 7 6
e 9 3
e 9 4
e 9 6
e 9 7
e 9 8
e 10 1
e 10 2
e 10 7
e 10 8
e 11 1
e 11 3
e 11 6
e 11 9
e 12 3
e 12 7
e 12 9
e 12 10
e 12 11
e 13 2
e 13 3
e 13 5
e 13 8
e 13 9
e 13 10
e 13 12
e 14 1
e 14 5
e 14 7
e 14 9
e 14 10
e 15 2
e 15 4
e 15 5
e 15 8
e 15 10
e 15 14
e 16 3
e 16 4
e 16 5
e 16 6
e 16 8
e 16 11
e 16 14
e 17 1
e 17 2
e 17 3
e 17 6
e 17 8
e 17 9
e 17 11
e 17 13
e 17 16
e 18 1
e 18 2
e 18 4
e 18 6
e 18 9
e 18 11
e 18 14
e 18 15
e 19 1
e 19 2
e 19 3
e 19 5
e 19 6
e 19 7
e 19 9
e 19 10
e 19 12
e 19 15
e 19 16
e 20 1
e 20 2
e 20 3
e 20 4
e 20 6
e 20 7
e 20 10
e 20 11
e 20 14
e 20 15
e 20 17
e 21 1
e 21 3
e 21 4
e 21 5
e 21 6
e 21 8
e 21 10
e 21 11
e 21 15
e 21 17
e 21 19
e 22 3
e 22 4
e 22 6
e 22 7
e 22 9
e 22 10
e 22 12
e 22 13
e 22 15
e 22 16
e 22 20
e 22 21
e 23 1
e 23 2
e 23 3
e 23 5
e 23 6
e 23 7
e 23 10
e 23 14
e 23 18
e 23 19
e 24 3
e 24 5
e 24 7
e 24 9
e 24 10
e 24 15
e 24 21
e 24 22
e 25 1
e 25 2
e 25 5
e 25 9
e 25 10
e 25 13
e 25 15
e 25 16
e 25 17
e 25 19
e 25 20
e 25 23
e 25 24
e 26 4
e 26 5
e 26 8
e 26 11
e 26 12
e 26 13
e 26 16
e 26 19
e 26 24
e 27 4
e 27 5
e 27 11
e 27 12
e 27 15
e 27 18
e 27 20
e 27 21
e 27 23
e 27 25
e 28 1
e 28 7
e 28 12
e 28 13
e 28 15
e 28 16
e 28 24
e 28 26
e 29 1
e 29 3
e 29 4
e 29 8
e 29 9
e 29 13
e 29 15
e 29 16
e 29 17
e 29 18
e 29 19
e 29 21
e 29 22
e 29 24
e 29 27
e 30 6
e 30 7
e 30 10
e 30 12
e 30 13
e 30 14
e 30 17
e 30 18
e 30 21
e 30 22
e 30 25
e 30 27
e 30 29
e 31 1
e 31 2
e 31 4
e 31 5
e 31 6
e 31 10
e 31 13
e 31 15
e 31 18
e 31 22
e 31 25
e 31 26
e 31 28
e 31 30
e 32 2
e 32 3
e 32 5
e 32 6
e 32 9
e 32 12
e 32 13
e 32 15
e 32 16
e 32 17
e 32 19
e 32 21
e 32 26
e 32 30
e 33 2
e 33 3
e 33 4
e 33 5
e 33 6
e 33 9
e 33 11
e 33 14
e 33 17
e 33 20
e 33 21
e 33 25
e 33 26
e 33 27
e 33 28
e 33 29
e 34 1
e 34 2
e 34 4
e 34 5
e 34 6
e 34 7
e 34 10
e 34 15
e 34 18
e 34 20
e 34 21
e 34 22
e 34 25
e 34 27
e 34 28
e 34 30
e 34 31
e 34 32
e 34 33
e 35 1
e 35 2
e 35 4
e 35 6
e 35 8
e 35 9
e 35 11
e 35 12
e 35 14
e 35 16
e 35 18
e 35 20
e 35 21
e 35 23
e 35 24
e 35 25
e 35 26
e 35 27
e 35 28
e 35 30
e 35 31
e 35 32
e 35 34
