c Graph Generator
c
c By: Mark Brockington (brock@cs.ualberta.ca)
c and Joe Culberson (joe@cs.ualberta.ca)
c
c Graph Size:120, Clique Size: 4
c Seed:0, Edge Density:  0.50000
c Depth 0 Hiding
c
c Clique Elements are:
c 57 92 34 94 
c
c Estimated Size of Uncompressed File:   0.0MB
c
p edge 120 3574
e 2 1
e 3 1
e 4 1
e 4 2
e 4 3
e 5 2
e 6 2
e 6 3
e 6 4
e 7 1
e 7 3
e 7 5
e 7 6
e 8 1
e 8 4
e 8 5
e 8 7
e 9 1
e 9 3
e 9 7
e 9 8
e 10 2
e 10 4
e 10 5
e 10 6
e 10 7
e 10 8
e 11 1
e 11 3
e 11 4
e 11 5
e 11 8
e 11 9
e 11 10
e 12 2
e 12 3
e 12 4
e 12 6
e 12 8
e 12 9
e 12 11
e 13 2
e 13 4
e 13 6
e 13 7
e 13 10
e 13 12
e 14 1
e 14 4
e 14 6
e 14 7
e 14 8
e 14 12
e 15 4
e 15 8
e 15 9
e 15 13
e 15 14
e 16 1
e 16 5
e 16 6
e 16 9
e 16 13
e 16 14
e 17 1
e 17 2
e 17 4
e 17 5
e 17 6
e 17 8
e 17 11
e 17 12
e 17 14
e 17 15
e 18 1
e 18 2
e 18 3
e 18 4
e 18 6
e 18 7
e 18 8
e 18 9
e 18 12
e 19 3
e 19 4
e 19 5
e 19 7
e 19 8
e 19 9
e 19 10
e 19 15
e 19 16
e 19 18
e 20 1
e 20 2
e 20 4
e 20 5
e 20 6
e 20 7
e 20 8
e 20 9
e 20 10
e 20 13
e 20 15
e 20 16
e 21 3
e 21 6
e 21 8
e 21 9
e 21 10
e 21 14
e 21 17
e 21 19
e 21 20
e 22 1
e 22 5
e 22 8
e 22 9
e 22 11
e 22 12
e 22 13
e 22 14
e 22 15
e 22 16
e 22 18
e 22 19
e 22 20
e 22 21
e 23 8
e 23 9
e 23 10
e 23 11
e 23 16
e 23 17
e 23 18
e 23 21
e 24 2
e 24 7
e 24 8
e 24 11
e 24 15
e 24 17
e 24 18
e 24 19
e 24 20
e 24 21
e 24 22
e 25 1
e 25 4
e 25 6
e 25 8
e 25 10
e 25 11
e 25 15
e 25 17
e 25 20
e 25 24
e 26 2
e 26 4
e 26 5
e 26 8
e 26 9
e 26 10
e 26 14
e 26 19
e 26 20
e 26 21
e 26 22
e 26 24
e 27 3
e 27 8
e 27 9
e 27 10
e 27 11
e 27 14
e 27 16
e 27 17
e 27 19
e 27 21
e 27 24
e 27 26
e 28 1
e 28 3
e 28 6
e 28 8
e 28 11
e 28 12
e 28 15
e 28 16
e 28 17
e 28 18
e 28 19
e 28 20
e 28 22
e 28 23
e 28 24
e 28 27
e 29 3
e 29 4
e 29 8
e 29 9
e 29 10
e 29 11
e 29 12
e 29 14
e 29 15
e 29 18
e 29 19
e 29 22
e 29 23
e 29 25
e 29 28
e 30 1
e 30 3
e 30 4
e 30 5
e 30 6
e 30 8
e 30 9
e 30 10
e 30 11
e 30 15
e 30 17
e 30 19
e 30 21
e 30 25
e 30 26
e 30 28
e 30 29
e 31 2
e 31 3
e 31 5
e 31 6
e 31 10
e 31 11
e 31 12
e 31 14
e 31 15
e 31 16
e 31 18
e 31 19
e 31 20
e 31 23
e 31 27
e 32 4
e 32 5
e 32 10
e 32 11
e 32 14
e 32 15
e 32 17
e 32 18
e 32 19
e 32 22
e 32 25
e 33 4
e 33 5
e 33 11
e 33 12
e 33 15
e 33 18
e 33 20
e 33 21
e 33 23
e 33 25
e 33 28
e 33 29
e 34 2
e 34 5
e 34 6
e 34 8
e 34 9
e 34 18
e 34 19
e 34 21
e 34 23
e 34 25
e 34 26
e 34 30
e 35 1
e 35 3
e 35 4
e 35 7
e 35 9
e 35 11
e 35 14
e 35 15
e 35 17
e 35 18
e 35 23
e 35 26
e 35 28
e 35 29
e 35 33
e 36 2
e 36 3
e 36 4
e 36 5
e 36 6
e 36 8
e 36 9
e 36 11
e 36 14
e 36 16
e 36 23
e 36 24
e 36 26
e 36 27
e 36 29
e 36 30
e 36 31
e 36 34
e 36 35
e 37 1
e 37 2
e 37 5
e 37 7
e 37 9
e 37 12
e 37 13
e 37 14
e 37 16
e 37 17
e 37 18
e 37 22
e 37 25
e 37 27
e 37 30
e 37 34
e 37 35
e 38 2
e 38 4
e 38 6
e 38 8
e 38 9
e 38 11
e 38 12
e 38 18
e 38 19
e 38 21
e 38 22
e 38 23
e 38 25
e 38 27
e 38 30
e 38 32
e 38 36
e 39 2
e 39 3
e 39 4
e 39 5
e 39 6
e 39 11
e 39 14
e 39 17
e 39 20
e 39 21
e 39 25
e 39 26
e 39 27
e 39 28
e 39 29
e 39 33
e 39 34
e 39 36
e 39 37
e 40 1
e 40 3
e 40 4
e 40 9
e 40 12
e 40 14
e 40 15
e 40 16
e 40 19
e 40 21
e 40 22
e 40 24
e 40 25
e 40 26
e 40 27
e 40 29
e 40 31
e 40 32
e 40 33
e 40 34
e 40 35
e 40 36
e 40 38
e 41 2
e 41 3
e 41 4
e 41 5
e 41 6
e 41 8
e 41 11
e 41 13
e 41 14
e 41 15
e 41 20
e 41 22
e 41 24
e 41 26
e 41 30
e 41 31
e 41 32
e 41 33
e 41 35
e 41 37
e 41 38
e 41 40
e 42 2
e 42 3
e 42 4
e 42 5
e 42 6
e 42 9
e 42 12
e 42 15
e 42 17
e 42 21
e 42 25
e 42 27
e 42 28
e 42 30
e 42 31
e 42 34
e 42 35
e 42 37
e 42 41
e 43 1
e 43 2
e 43 3
e 43 5
e 43 6
e 43 7
e 43 8
e 43 9
e 43 10
e 43 12
e 43 15
e 43 21
e 43 22
e 43 24
e 43 26
e 43 27
e 43 28
e 43 31
e 43 33
e 43 34
e 43 35
e 43 37
e 43 41
e 43 42
e 44 1
e 44 3
e 44 5
e 44 6
e 44 7
e 44 9
e 44 13
e 44 15
e 44 23
e 44 24
e 44 25
e 44 27
e 44 29
e 44 30
e 44 31
e 44 32
e 44 33
e 44 34
e 44 36
e 44 37
e 44 38
e 44 41
e 45 2
e 45 3
e 45 4
e 45 5
e 45 7
e 45 9
e 45 11
e 45 15
e 45 16
e 45 19
e 45 20
e 45 25
e 45 26
e 45 27
e 45 28
e 45 30
e 45 34
e 45 38
e 45 40
e 45 43
e 46 1
e 46 7
e 46 11
e 46 14
e 46 21
e 46 24
e 46 26
e 46 29
e 46 31
e 46 32
e 46 33
e 46 36
e 46 37
e 46 40
e 46 44
e 47 2
e 47 4
e 47 5
e 47 8
e 47 9
e 47 10
e 47 11
e 47 13
e 47 14
e 47 16
e 47 17
e 47 20
e 47 21
e 47 23
e 47 24
e 47 25
e 47 30
e 47 31
e 47 32
e 47 33
e 47 34
e 47 35
e 47 38
e 47 39
e 47 41
e 48 7
e 48 8
e 48 10
e 48 11
e 48 12
e 48 14
e 48 17
e 48 18
e 48 22
e 48 26
e 48 29
e 48 30
e 48 33
e 48 37
e 48 39
e 48 41
e 48 42
e 48 43
e 48 46
e 49 1
e 49 5
e 49 9
e 49 10
e 49 11
e 49 13
e 49 15
e 49 17
e 49 19
e 49 20
e 49 21
e 49 23
e 49 24
e 49 25
e 49 28
e 49 29
e 49 33
e 49 40
e 49 41
e 49 44
e 49 47
e 49 48
e 50 1
e 50 2
e 50 3
e 50 5
e 50 7
e 50 8
e 50 9
e 50 13
e 50 14
e 50 17
e 50 18
e 50 19
e 50 21
e 50 22
e 50 24
e 50 27
e 50 28
e 50 30
e 50 33
e 50 34
e 50 35
e 50 36
e 50 42
e 50 46
e 51 2
e 51 3
e 51 4
e 51 7
e 51 8
e 51 10
e 51 15
e 51 16
e 51 18
e 51 20
e 51 22
e 51 23
e 51 26
e 51 27
e 51 28
e 51 29
e 51 30
e 51 33
e 51 34
e 51 35
e 51 36
e 51 37
e 51 38
e 51 39
e 51 42
e 51 43
e 51 46
e 51 48
e 51 49
e 51 50
e 52 1
e 52 5
e 52 6
e 52 7
e 52 8
e 52 9
e 52 11
e 52 12
e 52 13
e 52 14
e 52 16
e 52 21
e 52 22
e 52 23
e 52 25
e 52 26
e 52 27
e 52 29
e 52 32
e 52 34
e 52 36
e 52 38
e 52 39
e 52 41
e 52 43
e 52 45
e 52 48
e 52 51
e 53 1
e 53 7
e 53 8
e 53 9
e 53 12
e 53 13
e 53 16
e 53 17
e 53 18
e 53 19
e 53 25
e 53 26
e 53 28
e 53 29
e 53 30
e 53 32
e 53 34
e 53 35
e 53 38
e 53 39
e 53 43
e 53 44
e 53 47
e 53 49
e 53 50
e 54 1
e 54 2
e 54 4
e 54 6
e 54 7
e 54 8
e 54 9
e 54 10
e 54 11
e 54 13
e 54 16
e 54 19
e 54 20
e 54 24
e 54 27
e 54 28
e 54 30
e 54 31
e 54 35
e 54 36
e 54 38
e 54 40
e 54 44
e 54 53
e 55 3
e 55 4
e 55 5
e 55 6
e 55 8
e 55 9
e 55 12
e 55 13
e 55 14
e 55 15
e 55 17
e 55 18
e 55 19
e 55 20
e 55 21
e 55 25
e 55 26
e 55 27
e 55 28
e 55 29
e 55 31
e 55 34
e 55 35
e 55 36
e 55 38
e 55 40
e 55 41
e 55 42
e 55 43
e 55 44
e 55 47
e 55 50
e 55 52
e 56 1
e 56 2
e 56 3
e 56 4
e 56 5
e 56 9
e 56 10
e 56 11
e 56 17
e 56 18
