c Graph Generator
c
c By: Mark Brockington (brock@cs.ualberta.ca)
c and Joe Culberson (joe@cs.ualberta.ca)
c
c Graph Size:60, Clique Size: 4
c Seed:0, Edge Density:  0.20000
c Depth 0 Hiding
c
c Clique Elements are:
c 57 34 8 35 
c
c Estimated Size of Uncompressed File:   0.0MB
c
p edge 60 377
e 3 1
e 4 2
e 6 3
e 7 3
e 8 3
e 8 4
e 8 6
e 8 7
e 9 2
e 9 3
e 9 4
e 9 8
e 10 3
e 10 5
e 10 8
e 11 4
e 11 7
e 11 10
e 12 1
e 12 11
e 13 1
e 13 10
e 14 13
e 15 5
e 15 10
e 15 14
e 16 3
e 16 10
e 16 15
e 17 8
e 17 14
e 18 3
e 18 11
e 19 3
e 19 6
e 19 8
e 19 12
e 20 5
e 20 6
e 20 7
e 20 9
e 20 18
e 21 5
e 21 7
e 21 8
e 21 13
e 21 16
e 22 1
e 22 6
e 22 10
e 23 3
e 23 5
e 23 12
e 23 15
e 23 20
e 24 1
e 24 5
e 24 8
e 24 14
e 24 15
e 24 17
e 24 20
e 24 21
e 25 3
e 25 7
e 25 14
e 25 16
e 25 17
e 25 22
e 26 5
e 26 8
e 26 13
e 26 17
e 26 22
e 27 5
e 27 13
e 27 19
e 27 21
e 27 22
e 27 24
e 28 6
e 28 15
e 28 25
e 29 9
e 29 19
e 29 21
e 30 6
e 30 8
e 30 12
e 30 15
e 30 26
e 31 19
e 31 25
e 31 27
e 32 2
e 32 3
e 32 4
e 32 6
e 32 8
e 32 9
e 32 11
e 32 17
e 32 24
e 32 25
e 32 31
e 33 4
e 33 13
e 33 17
e 33 18
e 33 23
e 33 24
e 33 26
e 33 28
e 34 1
e 34 5
e 34 10
e 34 11
e 34 13
e 34 14
e 34 15
e 34 18
e 34 20
e 34 23
e 34 27
e 34 29
e 34 32
e 35 6
e 35 7
e 35 9
e 35 13
e 35 14
e 35 18
e 35 22
e 35 25
e 35 30
e 35 34
e 36 1
e 36 9
e 36 15
e 36 17
e 36 19
e 36 33
e 36 35
e 37 1
e 37 8
e 37 15
e 37 17
e 37 19
e 37 23
e 37 26
e 37 33
e 37 34
e 37 35
e 38 5
e 38 8
e 38 21
e 38 24
e 38 37
e 39 3
e 39 8
e 39 9
e 39 14
e 39 22
e 39 24
e 39 26
e 39 31
e 39 38
e 40 6
e 40 14
e 40 16
e 40 18
e 40 24
e 40 36
e 40 37
e 41 9
e 41 10
e 41 16
e 41 20
e 41 22
e 41 25
e 41 29
e 41 39
e 42 8
e 42 13
e 42 15
e 42 16
e 42 20
e 42 24
e 42 31
e 42 33
e 42 35
e 42 41
e 43 1
e 43 10
e 43 18
e 43 21
e 44 7
e 44 14
e 44 24
e 44 26
e 44 31
e 44 35
e 45 3
e 45 7
e 45 23
e 45 28
e 45 29
e 45 40
e 46 4
e 46 7
e 46 17
e 46 18
e 46 20
e 46 23
e 46 24
e 46 35
e 46 43
e 46 45
e 47 7
e 47 8
e 47 10
e 47 14
e 47 15
e 47 21
e 47 22
e 47 27
e 47 29
e 47 34
e 47 35
e 47 42
e 47 44
e 48 1
e 48 3
e 48 7
e 48 15
e 48 16
e 48 20
e 48 21
e 48 30
e 48 37
e 48 39
e 48 42
e 48 45
e 49 11
e 49 14
e 49 23
e 49 24
e 49 27
e 49 29
e 49 33
e 49 34
e 49 36
e 49 38
e 49 39
e 49 42
e 49 44
e 49 48
e 50 1
e 50 3
e 50 5
e 50 6
e 50 9
e 50 16
e 50 17
e 50 21
e 50 28
e 50 37
e 50 41
e 51 4
e 51 9
e 51 13
e 51 19
e 51 20
e 51 21
e 51 25
e 51 29
e 51 31
e 51 40
e 51 41
e 52 2
e 52 3
e 52 4
e 52 7
e 52 11
e 52 22
e 52 25
e 52 28
e 52 29
e 52 37
e 52 38
e 52 39
e 52 41
e 52 42
e 52 45
e 52 48
e 53 19
e 53 22
e 53 24
e 53 25
e 53 30
e 53 34
e 53 41
e 53 44
e 53 46
e 53 50
e 53 51
e 54 5
e 54 6
e 54 9
e 54 14
e 54 23
e 54 26
e 54 27
e 54 28
e 55 9
e 55 10
e 55 22
e 55 46
e 55 50
e 56 3
e 56 5
e 56 10
e 56 11
e 56 15
e 56 22
e 56 27
e 56 49
e 56 50
e 56 53
e 57 8
e 57 10
e 57 18
e 57 20
e 57 23
e 57 36
e 57 40
e 57 46
e 57 48
e 57 49
e 57 51
e 58 9
e 58 10
e 58 12
e 58 23
e 58 24
e 58 27
e 58 28
e 58 35
e 58 36
e 58 45
e 58 52
e 58 56
e 59 4
e 59 6
e 59 15
e 59 18
e 59 21
e 59 26
e 59 27
e 59 28
e 59 30
e 59 32
e 59 38
e 59 39
e 59 51
e 59 54
e 60 2
e 60 8
e 60 24
e 60 27
e 60 30
e 60 35
e 60 45
e 60 46
e 60 47
e 60 51
e 60 57
